DO	FU	HB	CB	NB	DU	SG	HTEMP	tPD	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	cycle	run	wf	x	y	mask	line	part	lot	step	test_model	tester	test	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223
4	R	2	G	0	39	x08B4422028003999	72:00:00	62.3	0.831	0.965	0.958	0.629	0.654	0.649	1.015	1.133	1.133	0.698	0.73	0.725	1.137	1.259	1.264	NRT	0	0	0	0	0	0	0	0	22	PCH005	17	16	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	40	x08DCCD6038003999	70:00:00	65.74	0.842	0.98	0.973	0.637	0.656	0.656	1.026	1.153	1.158	0.71	0.74	0.735	1.154	1.289	1.289	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	51	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	40	x08D8BE4028003999	78:00:00	62	0.801	0.95	0.935	0.609	0.634	0.641	0.98	1.113	1.113	0.676	0.708	0.71	1.095	1.239	1.234	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	47	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	40	x08ECC16038003999	73:00:00	64.59	0.839	0.98	0.968	0.635	0.664	0.661	1.021	1.153	1.148	0.707	0.74	0.743	1.146	1.289	1.284	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	48	59	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	40	x08E0B64028003999	80:00:00	61.87	0.801	0.92	0.923	0.605	0.621	0.631	0.978	1.083	1.103	0.671	0.695	0.703	1.094	1.209	1.229	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	45	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	41	x088C75A038003999	76:00:00	67.57	0.875	0.998	1.001	0.661	0.683	0.681	1.061	1.185	1.19	0.739	0.768	0.766	1.197	1.323	1.333	NRT	0	0	0	0	0	0	0	0	22	PCH007	13	29	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	41	x08CCCE6028003999	81:00:00	61.4	0.815	0.943	0.941	0.614	0.638	0.643	0.995	1.115	1.115	0.681	0.711	0.716	1.113	1.238	1.243	NRT	0	0	0	0	0	0	0	0	22	PCH005	19	51	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	41	x089CC1A038003999	79:00:00	64.78	0.863	1.013	0.991	0.653	0.678	0.683	1.054	1.19	1.17	0.728	0.763	0.766	1.186	1.333	1.313	NRT	0	0	0	0	0	0	0	0	22	PCH007	13	48	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	41	x08E0C66028003999	83:00:00	60.11	0.806	0.926	0.948	0.607	0.626	0.631	0.975	1.095	1.105	0.672	0.696	0.703	1.088	1.213	1.223	NRT	0	0	0	0	0	0	0	0	22	PCH005	19	49	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	42	x0888996038003999	71:00:00	69.25	0.881	1.006	1.011	0.669	0.678	0.688	1.075	1.19	1.195	0.749	0.761	0.776	1.215	1.328	1.348	NRT	0	0	4284	0	0	0	0	0	22	PCH007	11	38	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0
2	R	2	G	0	42	x08A45A4028003999	74:00:00	61.63	0.814	0.959	0.938	0.619	0.631	0.643	0.993	1.12	1.115	0.688	0.706	0.718	1.111	1.238	1.238	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	22	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	42	x088CA16038003999	74:00:00	68.87	0.872	1.008	0.993	0.657	0.686	0.686	1.068	1.2	1.185	0.735	0.776	0.773	1.206	1.343	1.328	NRT	0	0	4284	0	0	0	0	0	22	PCH007	11	40	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0
4	R	2	G	0	42	x08B4C64028003999	77:00:00	61.6	0.811	0.928	0.943	0.617	0.638	0.638	0.991	1.11	1.12	0.685	0.713	0.713	1.108	1.233	1.248	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	49	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	6	N	0	43	x08F8714028003999	73:00:00	64.37	0.819	0.93	0.94	0.623	0.65	0.645	1.004	1.121	1.126	0.694	0.725	0.722	1.127	1.25	1.25	NRT	0	0	0	0	0	0	0	0	22	PCH005	10	28	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	6	N	0	43	x090482C028003999	72:00:00	65.22	0.835	0.975	0.964	0.63	0.66	0.665	1.022	1.156	1.141	0.703	0.742	0.742	1.15	1.295	1.28	NRT	0	0	4284	0	0	0	0	0	22	PCH005	22	32	65	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
3	R	6	N	3213	43	x08F4694028003999	71:00:00	63.34	0.816	0.956	0.935	0.618	0.64	0.645	0.998	1.126	1.111	0.686	0.722	0.722	1.118	1.26	1.245	NRT	3213	3213	3229	3229	3243	3326	3326	0	22	PCH005	10	26	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	800000	800000	800000	800000	800000	80000000	80000000
4	R	6	N	0	43	x08FC66C028003999	71:00:00	66.98	0.843	0.965	0.98	0.638	0.657	0.657	1.027	1.146	1.156	0.712	0.73	0.74	1.157	1.275	1.295	NRT	0	0	4284	0	0	0	0	0	22	PCH005	22	25	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1	R	6	N	3026	44	x08F479A038003999	71:00:00	67.37	0.858	0.985	0.985	0.651	0.67	0.677	1.048	1.161	1.176	0.729	0.75	0.757	1.184	1.3	1.32	NRT	3026	3070	0	0	0	0	0	0	22	PCH007	13	30	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	2000	2000	0	0	0	0	200000
2	R	6	N	0	44	x08E0C26028003999	74:00:00	60.81	0.801	0.941	0.935	0.606	0.632	0.635	0.975	1.106	1.096	0.672	0.705	0.705	1.09	1.23	1.215	NRT	0	0	0	0	0	0	0	0	22	PCH005	19	48	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	6	N	0	44	x08F071A038003999	73:00:00	67.21	0.844	0.986	0.97	0.639	0.682	0.67	1.031	1.171	1.146	0.714	0.77	0.75	1.162	1.32	1.29	NRT	0	0	0	0	0	0	0	0	22	PCH007	13	28	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	6	N	0	44	x08C8C66028003999	72:00:00	62.54	0.808	0.925	0.935	0.615	0.637	0.64	0.989	1.096	1.116	0.683	0.71	0.71	1.107	1.225	1.245	NRT	0	0	0	0	0	0	0	0	22	PCH005	19	49	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	8	N	2	45	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	8	N	0	45	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	8	N	0	45	x08BCBCA038003999	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	PCH007	5	47	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	8	N	0	45	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	7	N	3	46	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	7	N	0	46	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	7	N	0	46	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	7	N	0	46	x0000000000000000	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NRT	0	0	0	0	0	0	0	0	22	W0A000	0	0	0		W	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	47	x08F4A56038003999	71:00:00	66.55	0.849	0.965	0.98	0.646	0.665	0.672	1.039	1.156	1.171	0.723	0.745	0.752	1.171	1.29	1.315	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	41	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	47	x08C4724028003999	74:00:00	60.2	0.796	0.93	0.916	0.605	0.632	0.63	0.977	1.106	1.091	0.671	0.71	0.702	1.091	1.23	1.21	NRT	0	0	4284	0	0	0	0	0	22	PCH005	18	28	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
3	R	2	G	0	47	x08F89D6038003999	69:00:00	65.37	0.849	1.001	0.981	0.643	0.677	0.672	1.04	1.176	1.171	0.719	0.76	0.755	1.173	1.32	1.31	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	39	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	47	x08B89A4028003999	72:00:00	60.24	0.796	0.92	0.93	0.601	0.622	0.63	0.971	1.091	1.106	0.666	0.692	0.702	1.085	1.215	1.225	NRT	0	0	4284	0	0	0	0	0	22	PCH005	18	38	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
1	R	2	G	0	48	x08C4C94028003999	73:00:00	62.54	0.808	0.935	0.945	0.616	0.627	0.637	0.991	1.101	1.116	0.683	0.702	0.707	1.109	1.225	1.235	NRT	0	0	0	0	0	0	0	0	22	PCH005	10	50	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	48	x08B4A6C028003999	69:00:00	65.78	0.834	0.966	0.971	0.633	0.657	0.67	1.025	1.141	1.151	0.709	0.737	0.75	1.157	1.28	1.29	NRT	0	0	0	0	0	0	0	0	22	PCH005	22	41	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	48	x08C8C94028003999	75:00:00	62.89	0.801	0.93	0.924	0.612	0.637	0.637	0.987	1.106	1.111	0.679	0.71	0.712	1.103	1.225	1.235	NRT	0	0	0	0	0	0	0	0	22	PCH005	10	50	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	48	x08BCAEC028003999	71:00:00	65.71	0.839	0.956	0.96	0.635	0.665	0.662	1.027	1.146	1.151	0.711	0.747	0.747	1.16	1.285	1.295	NRT	0	0	0	0	0	0	0	0	22	PCH005	22	43	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	49	x08DC596038003999	76:00:00	66.98	0.861	0.98	0.989	0.654	0.675	0.683	1.057	1.173	1.178	0.731	0.756	0.761	1.192	1.311	1.326	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	22	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	49	x08BC4A2028003999	77:00:00	63.27	0.826	0.949	0.954	0.628	0.65	0.653	1.012	1.128	1.128	0.698	0.726	0.726	1.132	1.256	1.261	NRT	0	0	0	0	0	0	0	0	22	PCH005	17	18	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	49	x08D0556038003999	75:00:00	65.86	0.851	0.985	0.974	0.643	0.665	0.67	1.039	1.163	1.153	0.718	0.751	0.756	1.17	1.306	1.296	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	21	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	49	x08BCAA2028003999	78:00:00	59.83	0.797	0.929	0.929	0.606	0.633	0.625	0.981	1.098	1.098	0.669	0.699	0.699	1.093	1.211	1.216	NRT	0	0	0	0	0	0	0	0	22	PCH005	17	42	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	50	x08E0AD4038003999	73:00:00	60.59	0.795	0.914	0.914	0.599	0.62	0.628	0.973	1.078	1.093	0.663	0.686	0.696	1.085	1.201	1.206	NRT	0	0	0	0	0	0	0	0	22	PCH007	10	43	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	50	x08F4A5A028003999	81:00:00	64.48	0.836	0.966	0.975	0.634	0.653	0.663	1.024	1.143	1.148	0.708	0.731	0.739	1.152	1.276	1.281	NRT	0	0	0	0	0	0	0	0	22	PCH005	13	41	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	50	x08F0914038003999	74:00:00	59.8	0.788	0.919	0.904	0.599	0.63	0.625	0.963	1.098	1.078	0.66	0.701	0.696	1.071	1.216	1.196	NRT	0	0	0	0	0	0	0	0	22	PCH007	10	36	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	50	x08F899A028003999	78:00:00	65.9	0.844	0.964	0.973	0.639	0.663	0.663	1.032	1.148	1.158	0.69	0.744	0.739	1.161	1.281	1.301	NRT	0	0	0	0	0	0	0	0	22	PCH005	13	38	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	6	N	0	51	x08F494E038003999	72:00:00	66.94	0.859	0.97	0.984	0.649	0.672	0.674	1.056	1.158	1.173	0.726	0.748	0.756	1.191	1.3	1.31	NRT	0	0	0	0	0	0	0	0	22	PCH007	7	37	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	6	N	0	51	x08A0556028003999	72:00:00	67.49	0.852	0.979	0.985	0.64	0.669	0.672	1.036	1.163	1.163	0.716	0.758	0.753	1.168	1.31	1.31	NRT	0	0	0	0	0	0	0	0	22	PCH005	11	21	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	6	N	0	51	x08F474E038003999	72:00:00	67.13	0.853	0.995	0.984	0.646	0.672	0.674	1.049	1.168	1.163	0.723	0.756	0.761	1.183	1.31	1.315	NRT	0	0	0	0	0	0	0	0	22	PCH007	7	29	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	6	N	3213	51	x0890756028003999	75:00:00	67.29	0.858	0.989	0.994	0.646	0.672	0.672	1.049	1.173	1.178	0.723	0.753	0.753	1.185	1.31	1.315	NRT	3213	3213	3229	3229	3243	3326	3326	0	22	PCH005	11	29	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	4000000	4000000
1	R	2	G	0	52	x0890810038003999	71:00:00	66.66	0.856	0.995	0.995	0.649	0.677	0.674	1.048	1.178	1.178	0.726	0.761	0.758	1.181	1.32	1.315	NRT	0	0	4284	0	0	0	0	0	22	PCH007	8	32	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0
2	R	2	G	0	52	x08A4CD8028003999	70:00:00	68.42	0.865	1.005	1.001	0.656	0.677	0.689	1.058	1.198	1.188	0.735	0.763	0.776	1.195	1.34	1.335	NRT	0	0	0	0	0	0	0	0	22	PCH005	12	51	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	52	x08A0C10038003999	71:00:00	66.47	0.86	0.99	0.984	0.649	0.684	0.677	1.051	1.188	1.178	0.725	0.768	0.761	1.185	1.33	1.315	NRT	0	0	4284	0	0	0	0	0	22	PCH007	8	48	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0
4	R	2	G	0	52	x08A0B58028003999	74:00:00	67.65	0.863	0.98	0.994	0.652	0.679	0.674	1.055	1.173	1.178	0.729	0.763	0.758	1.192	1.32	1.33	NRT	0	0	0	0	0	0	0	0	22	PCH005	12	45	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	53	x08E4BD8038003999	74:00:00	65.59	0.847	0.971	0.979	0.641	0.663	0.663	1.031	1.158	1.163	0.716	0.744	0.744	1.16	1.296	1.301	NRT	0	0	0	0	0	0	0	0	22	PCH007	12	47	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	53	x08B44A4028003999	79:00:00	63.13	0.829	0.96	0.95	0.626	0.65	0.653	1.01	1.128	1.128	0.697	0.726	0.729	1.132	1.261	1.256	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	18	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	53	x08C8458038003999	76:00:00	66.01	0.853	0.99	0.979	0.641	0.67	0.67	1.036	1.173	1.163	0.717	0.751	0.754	1.168	1.311	1.301	NRT	0	0	926	0	0	0	0	0	22	PCH007	12	17	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	53	x08A44E4028003999	79:00:00	62.99	0.824	0.96	0.965	0.623	0.643	0.645	1.003	1.128	1.128	0.692	0.716	0.721	1.124	1.256	1.256	NRT	0	0	0	0	0	0	0	0	22	PCH005	18	19	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	54	x08C848E038003999	73:00:00	68.05	0.867	1	1.005	0.659	0.673	0.68	1.061	1.178	1.188	0.737	0.761	0.766	1.198	1.326	1.341	NRT	0	0	0	0	0	0	0	0	22	PCH007	7	18	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	54	x08D0516028003999	76:00:00	67.02	0.846	0.99	0.98	0.636	0.663	0.67	1.032	1.173	1.163	0.712	0.746	0.749	1.165	1.306	1.296	NRT	0	0	4284	0	0	0	0	0	22	PCH005	11	20	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0
3	R	2	G	0	54	x08C048E038003999	72:00:00	67.06	0.864	0.99	0.984	0.653	0.683	0.683	1.056	1.183	1.178	0.731	0.766	0.766	1.192	1.321	1.321	NRT	0	0	0	0	0	0	0	0	22	PCH007	7	18	48	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	54	x08C44D6028003999	75:00:00	66.86	0.853	0.98	0.979	0.644	0.67	0.673	1.043	1.168	1.183	0.721	0.759	0.759	1.177	1.316	1.321	NRT	0	0	4284	0	0	0	0	0	22	PCH005	11	19	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0
1	R	2	G	0	55	x0894956038003999	69:00:00	68.17	0.865	0.986	1	0.656	0.677	0.677	1.059	1.173	1.183	0.734	0.768	0.763	1.195	1.315	1.325	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	37	37	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	55	x08D4C62028003999	70:00:00	61.4	0.799	0.924	0.934	0.61	0.629	0.634	0.981	1.103	1.093	0.675	0.706	0.708	1.095	1.22	1.215	NRT	0	0	0	0	0	0	0	0	22	PCH005	17	49	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	R	2	G	0	55	x08B0C56038003999	71:00:00	65.59	0.842	0.985	0.974	0.639	0.664	0.672	1.032	1.168	1.153	0.714	0.746	0.756	1.162	1.305	1.29	NRT	0	0	0	0	0	0	0	0	22	PCH007	11	49	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	R	2	G	0	55	x08D0D22028003999	76:00:00	61.14	0.8	0.934	0.944	0.608	0.629	0.627	0.978	1.098	1.103	0.672	0.701	0.696	1.09	1.215	1.225	NRT	0	0	0	0	0	0	0	0	22	PCH005	17	52	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	R	2	G	0	56	x08E4C54038003999	67:00:00	60.52	0.813	0.939	0.937	0.616	0.632	0.637	0.991	1.103	1.113	0.683	0.706	0.708	1.107	1.22	1.23	NRT	0	0	0	0	0	0	0	0	22	PCH007	10	49	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	R	2	G	0	56	x0884A9A028003999	73:00:00	67.53	0.865	0.999	0.999	0.649	0.672	0.682	1.051	1.178	1.168	0.727	0.751	0.758	1.187	1.315	1.31	NRT	0	0	0	0	0	0	0	0	22	PCH005	13	42	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X62	T091PR0	MAGEPICU	m806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
