IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
A77	-	126	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	669	DES	-	-	-	-	-	-
A78	-	126	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	670	DES	-	-	-	-	-	-
A79	-	126	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	670	DES	-	-	-	-	-	-
A7A	-	126	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	670	DES	-	-	-	-	-	-
A7B	-	126	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	670	DES	-	-	-	-	-	-
A7C	-	126	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	671	DES	-	-	-	-	-	-
A7D	-	126	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	671	DES	-	-	-	-	-	-
A7E	-	126	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	671	DES	-	-	-	-	-	-
A7F	-	126	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	671	DES	-	-	-	-	-	-
A80	-	127	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	672	DES	-	-	-	-	-	-
A81	-	127	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	672	DES	-	-	-	-	-	-
A82	-	127	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	672	DES	-	-	-	-	-	-
A83	-	127	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	672	DES	-	-	-	-	-	-
A84	-	127	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	673	DES	-	-	-	-	-	-
A85	-	127	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	673	DES	-	-	-	-	-	-
A86	-	127	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	673	DES	-	-	-	-	-	-
A87	-	127	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	673	DES	-	-	-	-	-	-
A88	-	127	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	674	DES	-	-	-	-	-	-
A89	-	127	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	674	DES	-	-	-	-	-	-
A8A	-	127	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	674	DES	-	-	-	-	-	-
A8B	-	127	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	674	DES	-	-	-	-	-	-
A8C	-	127	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	675	DES	-	-	-	-	-	-
A8D	-	127	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	675	DES	-	-	-	-	-	-
A8E	-	127	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	675	DES	-	-	-	-	-	-
A8F	-	127	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	675	DES	-	-	-	-	-	-
A90	-	128	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	676	DES	-	-	-	-	-	-
A91	-	128	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	676	DES	-	-	-	-	-	-
A92	-	128	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	676	DES	-	-	-	-	-	-
A93	-	128	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	676	DES	-	-	-	-	-	-
A94	-	128	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	677	DES	-	-	-	-	-	-
A95	-	128	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	677	DES	-	-	-	-	-	-
A96	-	128	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	677	DES	-	-	-	-	-	-
A97	-	128	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	677	DES	-	-	-	-	-	-
A98	-	128	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	678	DES	-	-	-	-	-	-
A99	-	128	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	678	DES	-	-	-	-	-	-
A9A	-	128	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	678	DES	-	-	-	-	-	-
A9B	-	128	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	678	DES	-	-	-	-	-	-
A9C	-	128	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	679	DES	-	-	-	-	-	-
A9D	-	128	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	679	DES	-	-	-	-	-	-
A9E	-	128	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	679	DES	-	-	-	-	-	-
A9F	-	128	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	679	DES	-	-	-	-	-	-
AA0	-	129	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	680	ACT-1	-	-	-	-	-	-
AA1	-	129	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	680	ACT-1	-	-	-	-	-	-
AA2	-	129	3	1	0	0	0000010_	10_	00_	00_	00_	00_	0x0000	0x0000	680	ACT-1	C0	-	-	-	-	-
AA3	-	129	4	1	0	0	0000010_	10_	00_	00_	00_	00_	0x0000	0x0000	680	ACT-1	C0	-	-	-	-	-
AA4	-	129	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	681	ACT-2	C0	-	-	-	-	-
AA5	-	129	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	681	ACT-2	C0	-	-	-	-	-
AA6	-	129	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	681	ACT-2	C0	0x0	-	-	-	-
AA7	-	129	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	681	ACT-2	C0	0x0	-	-	-	-
AA8	-	129	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	682	DES	-	-	-	-	-	-
AA9	-	129	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	682	DES	-	-	-	-	-	-
AAA	-	129	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	682	DES	-	-	-	-	-	-
AAB	-	129	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	682	DES	-	-	-	-	-	-
AAC	-	129	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	683	DES	-	-	-	-	-	-
AAD	-	129	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	683	DES	-	-	-	-	-	-
AAE	-	129	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	683	DES	-	-	-	-	-	-
AAF	-	129	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	683	DES	-	-	-	-	-	-
AB0	-	12A	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	684	ACT-1	-	-	-	-	-	-
AB1	-	12A	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	684	ACT-1	-	-	-	-	-	-
AB2	-	12A	3	1	0	0	1110110_	10_	00_	00_	00_	00_	0x0000	0x0000	684	ACT-1	C1	-	-	-	-	-
AB3	-	12A	4	1	0	0	1110110_	10_	00_	00_	00_	00_	0x0000	0x0000	684	ACT-1	C1	-	-	-	-	-
AB4	-	12A	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	685	ACT-2	C1	-	-	-	-	-
AB5	-	12A	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	685	ACT-2	C1	-	-	-	-	-
AB6	-	12A	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	685	ACT-2	C1	0xffff	-	-	-	-
AB7	-	12A	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	685	ACT-2	C1	0xffff	-	-	-	-
AB8	-	12A	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	686	DES	-	-	-	-	-	-
AB9	-	12A	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	686	DES	-	-	-	-	-	-
ABA	-	12A	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	686	DES	-	-	-	-	-	-
ABB	-	12A	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	686	DES	-	-	-	-	-	-
ABC	-	12A	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	687	DES	-	-	-	-	-	-
ABD	-	12A	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	687	DES	-	-	-	-	-	-
ABE	-	12A	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	687	DES	-	-	-	-	-	-
ABF	-	12A	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	687	DES	-	-	-	-	-	-
AC0	-	12B	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	688	ACT-1	-	-	-	-	-	-
AC1	-	12B	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	688	ACT-1	-	-	-	-	-	-
AC2	-	12B	3	1	0	0	0001010_	10_	00_	00_	00_	00_	0x0000	0x0000	688	ACT-1	C2	-	-	-	-	-
AC3	-	12B	4	1	0	0	0001010_	10_	00_	00_	00_	00_	0x0000	0x0000	688	ACT-1	C2	-	-	-	-	-
AC4	-	12B	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	689	ACT-2	C2	-	-	-	-	-
AC5	-	12B	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	689	ACT-2	C2	-	-	-	-	-
AC6	-	12B	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	689	ACT-2	C2	0x0	-	-	-	-
AC7	-	12B	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	689	ACT-2	C2	0x0	-	-	-	-
AC8	-	12B	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	690	DES	-	-	-	-	-	-
AC9	-	12B	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	690	DES	-	-	-	-	-	-
ACA	-	12B	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	690	DES	-	-	-	-	-	-
ACB	-	12B	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	690	DES	-	-	-	-	-	-
ACC	-	12B	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	691	DES	-	-	-	-	-	-
ACD	-	12B	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	691	DES	-	-	-	-	-	-
ACE	-	12B	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	691	DES	-	-	-	-	-	-
ACF	-	12B	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	691	DES	-	-	-	-	-	-
AD0	-	12C	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	692	ACT-1	-	-	-	-	-	-
AD1	-	12C	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	692	ACT-1	-	-	-	-	-	-
AD2	-	12C	3	1	0	0	1111110_	10_	00_	00_	00_	00_	0x0000	0x0000	692	ACT-1	C3	-	-	-	-	-
AD3	-	12C	4	1	0	0	1111110_	10_	00_	00_	00_	00_	0x0000	0x0000	692	ACT-1	C3	-	-	-	-	-
AD4	-	12C	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	693	ACT-2	C3	-	-	-	-	-
AD5	-	12C	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	693	ACT-2	C3	-	-	-	-	-
AD6	-	12C	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	693	ACT-2	C3	0xffff	-	-	-	-
AD7	-	12C	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	693	ACT-2	C3	0xffff	-	-	-	-
AD8	-	12C	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	694	DES	-	-	-	-	-	-
AD9	-	12C	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	694	DES	-	-	-	-	-	-
ADA	-	12C	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	694	DES	-	-	-	-	-	-
ADB	-	12C	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	694	DES	-	-	-	-	-	-
ADC	-	12C	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	695	DES	-	-	-	-	-	-
ADD	-	12C	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	695	DES	-	-	-	-	-	-
ADE	-	12C	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	695	DES	-	-	-	-	-	-
ADF	-	12C	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	695	DES	-	-	-	-	-	-
AE0	-	12D	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	696	DES	-	-	-	-	-	-
AE1	-	12D	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	696	DES	-	-	-	-	-	-
AE2	-	12D	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	696	DES	-	-	-	-	-	-
AE3	-	12D	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	696	DES	-	-	-	-	-	-
AE4	-	12D	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	697	DES	-	-	-	-	-	-
AE5	-	12D	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	697	DES	-	-	-	-	-	-
AE6	-	12D	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	697	DES	-	-	-	-	-	-
AE7	-	12D	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	697	DES	-	-	-	-	-	-
AE8	-	12D	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	698	DES	-	-	-	-	-	-
AE9	-	12D	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	698	DES	-	-	-	-	-	-
AEA	-	12D	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	698	DES	-	-	-	-	-	-
AEB	-	12D	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	698	DES	-	-	-	-	-	-
AEC	-	12D	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	699	DES	-	-	-	-	-	-
AED	-	12D	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	699	DES	-	-	-	-	-	-
AEE	-	12D	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	699	DES	-	-	-	-	-	-
AEF	-	12D	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	699	DES	-	-	-	-	-	-
AF0	-	12E	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	700	DES	-	-	-	-	-	-
AF1	-	12E	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	700	DES	-	-	-	-	-	-
AF2	-	12E	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	700	DES	-	-	-	-	-	-
AF3	-	12E	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	700	DES	-	-	-	-	-	-
AF4	-	12E	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	701	DES	-	-	-	-	-	-
AF5	-	12E	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	701	DES	-	-	-	-	-	-
AF6	-	12E	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	701	DES	-	-	-	-	-	-
AF7	-	12E	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	701	DES	-	-	-	-	-	-
AF8	-	12E	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	702	DES	-	-	-	-	-	-
AF9	-	12E	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	702	DES	-	-	-	-	-	-
AFA	-	12E	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	702	DES	-	-	-	-	-	-
AFB	-	12E	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	702	DES	-	-	-	-	-	-
AFC	-	12E	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	703	DES	-	-	-	-	-	-
AFD	-	12E	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	703	DES	-	-	-	-	-	-
AFE	-	12E	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	703	DES	-	-	-	-	-	-
AFF	-	12E	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	703	DES	-	-	-	-	-	-
B00	-	12F	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	704	DES	-	-	-	-	-	-
B01	-	12F	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	704	DES	-	-	-	-	-	-
B02	-	12F	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	704	DES	-	-	-	-	-	-
B03	-	12F	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	704	DES	-	-	-	-	-	-
B04	-	12F	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	705	DES	-	-	-	-	-	-
B05	-	12F	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	705	DES	-	-	-	-	-	-
B06	-	12F	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	705	DES	-	-	-	-	-	-
B07	-	12F	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	705	DES	-	-	-	-	-	-
B08	-	12F	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	706	DES	-	-	-	-	-	-
B09	-	12F	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	706	DES	-	-	-	-	-	-
B0A	-	12F	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	706	DES	-	-	-	-	-	-
B0B	-	12F	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	706	DES	-	-	-	-	-	-
B0C	-	12F	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	707	DES	-	-	-	-	-	-
B0D	-	12F	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	707	DES	-	-	-	-	-	-
B0E	-	12F	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	707	DES	-	-	-	-	-	-
B0F	-	12F	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	707	DES	-	-	-	-	-	-
B10	-	130	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	708	DES	-	-	-	-	-	-
B11	-	130	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	708	DES	-	-	-	-	-	-
B12	-	130	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	708	DES	-	-	-	-	-	-
B13	-	130	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	708	DES	-	-	-	-	-	-
B14	-	130	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	709	DES	-	-	-	-	-	-
B15	-	130	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	709	DES	-	-	-	-	-	-
B16	-	130	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	709	DES	-	-	-	-	-	-
B17	-	130	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	709	DES	-	-	-	-	-	-
B18	-	130	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	710	DES	-	-	-	-	-	-
B19	-	130	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	710	DES	-	-	-	-	-	-
B1A	-	130	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	710	DES	-	-	-	-	-	-
B1B	-	130	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	710	DES	-	-	-	-	-	-
B1C	-	130	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	711	DES	-	-	-	-	-	-
B1D	-	130	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	711	DES	-	-	-	-	-	-
B1E	-	130	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	711	DES	-	-	-	-	-	-
B1F	-	130	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	711	DES	-	-	-	-	-	-
B20	-	131	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	712	ACT-1	-	-	-	-	-	-
B21	-	131	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	712	ACT-1	-	-	-	-	-	-
B22	-	131	3	1	0	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	712	ACT-1	D0	-	-	-	-	-
B23	-	131	4	1	0	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	712	ACT-1	D0	-	-	-	-	-
B24	-	131	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	713	ACT-2	D0	-	-	-	-	-
B25	-	131	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	713	ACT-2	D0	-	-	-	-	-
B26	-	131	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	713	ACT-2	D0	0x0	-	-	-	-
B27	-	131	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	713	ACT-2	D0	0x0	-	-	-	-
B28	-	131	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	714	DES	-	-	-	-	-	-
B29	-	131	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	714	DES	-	-	-	-	-	-
B2A	-	131	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	714	DES	-	-	-	-	-	-
B2B	-	131	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	714	DES	-	-	-	-	-	-
B2C	-	131	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	715	DES	-	-	-	-	-	-
B2D	-	131	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	715	DES	-	-	-	-	-	-
B2E	-	131	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	715	DES	-	-	-	-	-	-
B2F	-	131	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	715	DES	-	-	-	-	-	-
B30	-	132	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	716	ACT-1	-	-	-	-	-	-
B31	-	132	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	716	ACT-1	-	-	-	-	-	-
B32	-	132	3	1	0	0	1110111_	10_	00_	00_	00_	00_	0x0000	0x0000	716	ACT-1	D1	-	-	-	-	-
B33	-	132	4	1	0	0	1110111_	10_	00_	00_	00_	00_	0x0000	0x0000	716	ACT-1	D1	-	-	-	-	-
B34	-	132	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	717	ACT-2	D1	-	-	-	-	-
B35	-	132	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	717	ACT-2	D1	-	-	-	-	-
B36	-	132	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	717	ACT-2	D1	0xffff	-	-	-	-
B37	-	132	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	717	ACT-2	D1	0xffff	-	-	-	-
B38	-	132	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	718	DES	-	-	-	-	-	-
B39	-	132	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	718	DES	-	-	-	-	-	-
B3A	-	132	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	718	DES	-	-	-	-	-	-
B3B	-	132	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	718	DES	-	-	-	-	-	-
B3C	-	132	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	719	DES	-	-	-	-	-	-
B3D	-	132	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	719	DES	-	-	-	-	-	-
B3E	-	132	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	719	DES	-	-	-	-	-	-
B3F	-	132	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	719	DES	-	-	-	-	-	-
B40	-	133	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	720	ACT-1	-	-	-	-	-	-
B41	-	133	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	720	ACT-1	-	-	-	-	-	-
B42	-	133	3	1	0	0	0001011_	10_	00_	00_	00_	00_	0x0000	0x0000	720	ACT-1	D2	-	-	-	-	-
B43	-	133	4	1	0	0	0001011_	10_	00_	00_	00_	00_	0x0000	0x0000	720	ACT-1	D2	-	-	-	-	-
B44	-	133	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	721	ACT-2	D2	-	-	-	-	-
B45	-	133	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	721	ACT-2	D2	-	-	-	-	-
B46	-	133	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	721	ACT-2	D2	0x0	-	-	-	-
B47	-	133	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	721	ACT-2	D2	0x0	-	-	-	-
B48	-	133	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	722	DES	-	-	-	-	-	-
B49	-	133	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	722	DES	-	-	-	-	-	-
B4A	-	133	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	722	DES	-	-	-	-	-	-
B4B	-	133	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	722	DES	-	-	-	-	-	-
B4C	-	133	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	723	DES	-	-	-	-	-	-
B4D	-	133	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	723	DES	-	-	-	-	-	-
B4E	-	133	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	723	DES	-	-	-	-	-	-
