IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
327C	-	1B1	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3231	DES	-	-	-	-	-	-
327D	-	1B1	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3231	DES	-	-	-	-	-	-
327E	-	1B1	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3231	DES	-	-	-	-	-	-
327F	-	1B1	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3231	DES	-	-	-	-	-	-
3280	-	1B2	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3232	DES	-	-	-	-	-	-
3281	-	1B2	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3232	DES	-	-	-	-	-	-
3282	-	1B2	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3232	DES	-	-	-	-	-	-
3283	-	1B2	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3232	DES	-	-	-	-	-	-
3284	-	1B2	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3233	DES	-	-	-	-	-	-
3285	-	1B2	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3233	DES	-	-	-	-	-	-
3286	-	1B2	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3233	DES	-	-	-	-	-	-
3287	-	1B2	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3233	DES	-	-	-	-	-	-
3288	-	1B2	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3234	DES	-	-	-	-	-	-
3289	-	1B2	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3234	DES	-	-	-	-	-	-
328A	-	1B2	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3234	DES	-	-	-	-	-	-
328B	-	1B2	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3234	DES	-	-	-	-	-	-
328C	-	1B2	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3235	DES	-	-	-	-	-	-
328D	-	1B2	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3235	DES	-	-	-	-	-	-
328E	-	1B2	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3235	DES	-	-	-	-	-	-
328F	-	1B2	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3235	DES	-	-	-	-	-	-
3290	-	1B3	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3236	DES	-	-	-	-	-	-
3291	-	1B3	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3236	DES	-	-	-	-	-	-
3292	-	1B3	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3236	DES	-	-	-	-	-	-
3293	-	1B3	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3236	DES	-	-	-	-	-	-
3294	-	1B3	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3237	DES	-	-	-	-	-	-
3295	-	1B3	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3237	DES	-	-	-	-	-	-
3296	-	1B3	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3237	DES	-	-	-	-	-	-
3297	-	1B3	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3237	DES	-	-	-	-	-	-
3298	-	1B3	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3238	DES	-	-	-	-	-	-
3299	-	1B3	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3238	DES	-	-	-	-	-	-
329A	-	1B3	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3238	DES	-	-	-	-	-	-
329B	-	1B3	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3238	DES	-	-	-	-	-	-
329C	-	1B3	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3239	DES	-	-	-	-	-	-
329D	-	1B3	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3239	DES	-	-	-	-	-	-
329E	-	1B3	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3239	DES	-	-	-	-	-	-
329F	-	1B3	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3239	DES	-	-	-	-	-	-
32A0	-	1B4	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3240	DES	-	-	-	-	-	-
32A1	-	1B4	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3240	DES	-	-	-	-	-	-
32A2	-	1B4	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3240	DES	-	-	-	-	-	-
32A3	-	1B4	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3240	DES	-	-	-	-	-	-
32A4	-	1B4	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3241	DES	-	-	-	-	-	-
32A5	-	1B4	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3241	DES	-	-	-	-	-	-
32A6	-	1B4	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3241	DES	-	-	-	-	-	-
32A7	-	1B4	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3241	DES	-	-	-	-	-	-
32A8	-	1B4	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3242	DES	-	-	-	-	-	-
32A9	-	1B4	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3242	DES	-	-	-	-	-	-
32AA	-	1B4	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3242	DES	-	-	-	-	-	-
32AB	-	1B4	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3242	DES	-	-	-	-	-	-
32AC	-	1B4	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3243	DES	-	-	-	-	-	-
32AD	-	1B4	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3243	DES	-	-	-	-	-	-
32AE	-	1B4	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3243	DES	-	-	-	-	-	-
32AF	-	1B4	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3243	DES	-	-	-	-	-	-
32B0	-	1B5	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3244	DES	-	-	-	-	-	-
32B1	-	1B5	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3244	DES	-	-	-	-	-	-
32B2	-	1B5	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3244	DES	-	-	-	-	-	-
32B3	-	1B5	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3244	DES	-	-	-	-	-	-
32B4	-	1B5	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3245	DES	-	-	-	-	-	-
32B5	-	1B5	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3245	DES	-	-	-	-	-	-
32B6	-	1B5	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3245	DES	-	-	-	-	-	-
32B7	-	1B5	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3245	DES	-	-	-	-	-	-
32B8	-	1B5	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3246	DES	-	-	-	-	-	-
32B9	-	1B5	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3246	DES	-	-	-	-	-	-
32BA	-	1B5	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3246	DES	-	-	-	-	-	-
32BB	-	1B5	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3246	DES	-	-	-	-	-	-
32BC	-	1B5	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3247	DES	-	-	-	-	-	-
32BD	-	1B5	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3247	DES	-	-	-	-	-	-
32BE	-	1B5	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3247	DES	-	-	-	-	-	-
32BF	-	1B5	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3247	DES	-	-	-	-	-	-
32C0	-	1B6	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3248	ACT-1	-	-	-	-	-	-
32C1	-	1B6	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3248	ACT-1	-	-	-	-	-	-
32C2	-	1B6	3	1	0	0	1110000_	10_	00_	00_	00_	00_	0x0000	0x0000	3248	ACT-1	A0	-	-	-	-	-
32C3	-	1B6	4	1	0	0	1110000_	10_	00_	00_	00_	00_	0x0000	0x0000	3248	ACT-1	A0	-	-	-	-	-
32C4	-	1B6	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3249	ACT-2	A0	-	-	-	-	-
32C5	-	1B6	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3249	ACT-2	A0	-	-	-	-	-
32C6	-	1B6	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3249	ACT-2	A0	0xffff	-	-	-	-
32C7	-	1B6	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3249	ACT-2	A0	0xffff	-	-	-	-
32C8	-	1B6	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3250	DES	-	-	-	-	-	-
32C9	-	1B6	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3250	DES	-	-	-	-	-	-
32CA	-	1B6	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3250	DES	-	-	-	-	-	-
32CB	-	1B6	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3250	DES	-	-	-	-	-	-
32CC	-	1B6	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3251	DES	-	-	-	-	-	-
32CD	-	1B6	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3251	DES	-	-	-	-	-	-
32CE	-	1B6	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3251	DES	-	-	-	-	-	-
32CF	-	1B6	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3251	DES	-	-	-	-	-	-
32D0	-	1B7	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3252	ACT-1	-	-	-	-	-	-
32D1	-	1B7	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3252	ACT-1	-	-	-	-	-	-
32D2	-	1B7	3	1	0	0	0000100_	10_	00_	00_	00_	00_	0x0000	0x0000	3252	ACT-1	A1	-	-	-	-	-
32D3	-	1B7	4	1	0	0	0000100_	10_	00_	00_	00_	00_	0x0000	0x0000	3252	ACT-1	A1	-	-	-	-	-
32D4	-	1B7	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3253	ACT-2	A1	-	-	-	-	-
32D5	-	1B7	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3253	ACT-2	A1	-	-	-	-	-
32D6	-	1B7	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3253	ACT-2	A1	0x0	-	-	-	-
32D7	-	1B7	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3253	ACT-2	A1	0x0	-	-	-	-
32D8	-	1B7	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3254	DES	-	-	-	-	-	-
32D9	-	1B7	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3254	DES	-	-	-	-	-	-
32DA	-	1B7	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3254	DES	-	-	-	-	-	-
32DB	-	1B7	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3254	DES	-	-	-	-	-	-
32DC	-	1B7	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3255	DES	-	-	-	-	-	-
32DD	-	1B7	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3255	DES	-	-	-	-	-	-
32DE	-	1B7	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3255	DES	-	-	-	-	-	-
32DF	-	1B7	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3255	DES	-	-	-	-	-	-
3.20E+01	-	1B8	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3256	ACT-1	-	-	-	-	-	-
3.20E+02	-	1B8	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3256	ACT-1	-	-	-	-	-	-
3.20E+03	-	1B8	3	1	0	0	1111000_	10_	00_	00_	00_	00_	0x0000	0x0000	3256	ACT-1	A2	-	-	-	-	-
3.20E+04	-	1B8	4	1	0	0	1111000_	10_	00_	00_	00_	00_	0x0000	0x0000	3256	ACT-1	A2	-	-	-	-	-
3.20E+05	-	1B8	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3257	ACT-2	A2	-	-	-	-	-
3.20E+06	-	1B8	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3257	ACT-2	A2	-	-	-	-	-
3.20E+07	-	1B8	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3257	ACT-2	A2	0xffff	-	-	-	-
3.20E+08	-	1B8	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3257	ACT-2	A2	0xffff	-	-	-	-
3.20E+09	-	1B8	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3258	DES	-	-	-	-	-	-
3.20E+10	-	1B8	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3258	DES	-	-	-	-	-	-
32EA	-	1B8	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3258	DES	-	-	-	-	-	-
32EB	-	1B8	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3258	DES	-	-	-	-	-	-
32EC	-	1B8	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3259	DES	-	-	-	-	-	-
32ED	-	1B8	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3259	DES	-	-	-	-	-	-
32EE	-	1B8	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3259	DES	-	-	-	-	-	-
32EF	-	1B8	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3259	DES	-	-	-	-	-	-
32F0	-	1B9	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3260	ACT-1	-	-	-	-	-	-
32F1	-	1B9	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3260	ACT-1	-	-	-	-	-	-
32F2	-	1B9	3	1	0	0	0001100_	10_	00_	00_	00_	00_	0x0000	0x0000	3260	ACT-1	A3	-	-	-	-	-
32F3	-	1B9	4	1	0	0	0001100_	10_	00_	00_	00_	00_	0x0000	0x0000	3260	ACT-1	A3	-	-	-	-	-
32F4	-	1B9	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3261	ACT-2	A3	-	-	-	-	-
32F5	-	1B9	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3261	ACT-2	A3	-	-	-	-	-
32F6	-	1B9	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3261	ACT-2	A3	0x0	-	-	-	-
32F7	-	1B9	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3261	ACT-2	A3	0x0	-	-	-	-
32F8	-	1B9	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3262	DES	-	-	-	-	-	-
32F9	-	1B9	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3262	DES	-	-	-	-	-	-
32FA	-	1B9	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3262	DES	-	-	-	-	-	-
32FB	-	1B9	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3262	DES	-	-	-	-	-	-
32FC	-	1B9	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3263	DES	-	-	-	-	-	-
32FD	-	1B9	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3263	DES	-	-	-	-	-	-
32FE	-	1B9	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3263	DES	-	-	-	-	-	-
32FF	-	1B9	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3263	DES	-	-	-	-	-	-
3300	-	1BA	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3264	DES	-	-	-	-	-	-
3301	-	1BA	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3264	DES	-	-	-	-	-	-
3302	-	1BA	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3264	DES	-	-	-	-	-	-
3303	-	1BA	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3264	DES	-	-	-	-	-	-
3304	-	1BA	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3265	DES	-	-	-	-	-	-
3305	-	1BA	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3265	DES	-	-	-	-	-	-
3306	-	1BA	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3265	DES	-	-	-	-	-	-
3307	-	1BA	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3265	DES	-	-	-	-	-	-
3308	-	1BA	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3266	DES	-	-	-	-	-	-
3309	-	1BA	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3266	DES	-	-	-	-	-	-
330A	-	1BA	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3266	DES	-	-	-	-	-	-
330B	-	1BA	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3266	DES	-	-	-	-	-	-
330C	-	1BA	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3267	DES	-	-	-	-	-	-
330D	-	1BA	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3267	DES	-	-	-	-	-	-
330E	-	1BA	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3267	DES	-	-	-	-	-	-
330F	-	1BA	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3267	DES	-	-	-	-	-	-
3310	-	1BB	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3268	DES	-	-	-	-	-	-
3311	-	1BB	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3268	DES	-	-	-	-	-	-
3312	-	1BB	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3268	DES	-	-	-	-	-	-
3313	-	1BB	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3268	DES	-	-	-	-	-	-
3314	-	1BB	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3269	DES	-	-	-	-	-	-
3315	-	1BB	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3269	DES	-	-	-	-	-	-
3316	-	1BB	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3269	DES	-	-	-	-	-	-
3317	-	1BB	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3269	DES	-	-	-	-	-	-
3318	-	1BB	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3270	DES	-	-	-	-	-	-
3319	-	1BB	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3270	DES	-	-	-	-	-	-
331A	-	1BB	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3270	DES	-	-	-	-	-	-
331B	-	1BB	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3270	DES	-	-	-	-	-	-
331C	-	1BB	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3271	DES	-	-	-	-	-	-
331D	-	1BB	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3271	DES	-	-	-	-	-	-
331E	-	1BB	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3271	DES	-	-	-	-	-	-
331F	-	1BB	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3271	DES	-	-	-	-	-	-
3320	-	1BC	1	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3272	DES	-	-	-	-	-	-
3321	-	1BC	2	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3272	DES	-	-	-	-	-	-
3322	-	1BC	3	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3272	DES	-	-	-	-	-	-
3323	-	1BC	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3272	DES	-	-	-	-	-	-
3324	-	1BC	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3273	DES	-	-	-	-	-	-
3325	-	1BC	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3273	DES	-	-	-	-	-	-
3326	-	1BC	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3273	DES	-	-	-	-	-	-
3327	-	1BC	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3273	DES	-	-	-	-	-	-
3328	-	1BC	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3274	DES	-	-	-	-	-	-
3329	-	1BC	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3274	DES	-	-	-	-	-	-
332A	-	1BC	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3274	DES	-	-	-	-	-	-
332B	-	1BC	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3274	DES	-	-	-	-	-	-
332C	-	1BC	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3275	DES	-	-	-	-	-	-
332D	-	1BC	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3275	DES	-	-	-	-	-	-
332E	-	1BC	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3275	DES	-	-	-	-	-	-
332F	-	1BC	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3275	DES	-	-	-	-	-	-
3330	-	1BD	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3276	ACT-1	-	-	-	-	-	-
3331	-	1BD	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	3276	ACT-1	-	-	-	-	-	-
3332	-	1BD	3	1	0	0	1110001_	10_	00_	00_	00_	00_	0x0000	0x0000	3276	ACT-1	B0	-	-	-	-	-
3333	-	1BD	4	1	0	0	1110001_	10_	00_	00_	00_	00_	0x0000	0x0000	3276	ACT-1	B0	-	-	-	-	-
3334	-	1BD	5	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3277	ACT-2	B0	-	-	-	-	-
3335	-	1BD	6	0	1	0	1111011_	10_	00_	00_	00_	00_	0x0000	0x0000	3277	ACT-2	B0	-	-	-	-	-
3336	-	1BD	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3277	ACT-2	B0	0xffff	-	-	-	-
3337	-	1BD	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	3277	ACT-2	B0	0xffff	-	-	-	-
3338	-	1BD	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3278	DES	-	-	-	-	-	-
3339	-	1BD	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3278	DES	-	-	-	-	-	-
333A	-	1BD	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3278	DES	-	-	-	-	-	-
333B	-	1BD	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3278	DES	-	-	-	-	-	-
333C	-	1BD	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3279	DES	-	-	-	-	-	-
333D	-	1BD	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3279	DES	-	-	-	-	-	-
333E	-	1BD	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3279	DES	-	-	-	-	-	-
333F	-	1BD	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3279	DES	-	-	-	-	-	-
3340	-	1BE	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3280	ACT-1	-	-	-	-	-	-
3341	-	1BE	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	3280	ACT-1	-	-	-	-	-	-
3342	-	1BE	3	1	0	0	0000101_	10_	00_	00_	00_	00_	0x0000	0x0000	3280	ACT-1	B1	-	-	-	-	-
3343	-	1BE	4	1	0	0	0000101_	10_	00_	00_	00_	00_	0x0000	0x0000	3280	ACT-1	B1	-	-	-	-	-
3344	-	1BE	5	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3281	ACT-2	B1	-	-	-	-	-
3345	-	1BE	6	0	1	0	0000011_	10_	00_	00_	00_	00_	0x0000	0x0000	3281	ACT-2	B1	-	-	-	-	-
3346	-	1BE	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3281	ACT-2	B1	0x0	-	-	-	-
3347	-	1BE	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	3281	ACT-2	B1	0x0	-	-	-	-
3348	-	1BE	9	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3282	DES	-	-	-	-	-	-
3349	-	1BE	10	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3282	DES	-	-	-	-	-	-
334A	-	1BE	11	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3282	DES	-	-	-	-	-	-
334B	-	1BE	12	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3282	DES	-	-	-	-	-	-
